adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Missile_Defense,,,UFR,attempt,,,,,,,,,,,,,,,,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DARPA,0603888C,5,MDA,Service HQ,,0,4
,,,,Title10,,Missile_Defense,,,UFR,test,0.0,1.0,1.0,0.775,,1.0,1.0,1.0,0.56,0.434,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,favorable,favorable,,,Commercial,pass,Boeing,DARPA,0603888C,5,MDA,Service HQ,vulnerability_test,0,5
,,,,Title10,,Autonomy_UxS,,,ProgramBase,attempt,0.0,1.0,1.0,0.775,,1.0,1.0,1.0,0.56,0.434,1.0,,0,1.0,,1.0,ISR,Kinetic,,,,,not_conducted,favorable,,,GovContractor,start,LM,AFLCMC,NAVY_BA3_001,12,Navy,Agency,,0,2
,,,,Title10,,Autonomy_UxS,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.0,1.0,1.0,0.6,0.435,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,pass,LM,AFLCMC,NAVY_BA3_001,12,Navy,Agency,prototype_demo,0,3
,,,,Title10;Title50,,Sensors,,,POM,attempt,0.0,1.0,1.0,0.725,,1.0,1.0,1.0,0.6,0.435,1.0,,0,1.0,,1.0,CBRNE,Kinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,NG,NAVWAR,CBDP_BA4_001,25,CBDP,POC-User,,0,3
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.0,1.0,1.0,0.23625,0.245322,1.0,1.18,0,1.0,0.88,,CBRNE,Kinetic,0,,,,favorable,,,,Commercial,fail,NG,NAVWAR,CBDP_BA4_001,25,CBDP,POC-User,functional_test,0,3
,,,,Title10,,Medical,0.0,0.75,POM,attempt,,,1.0,,,1.0,1.0,1.0,0.23625,0.245322,1.0,1.18,0,1.0,0.88,,Medical,NonKinetic,,,,,not_conducted,,,,GovLab,start,Boeing,DEVCOM,DHA_BA4_001,27,DHA,Agency,,0,4
,,,,Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.0,0.95,1.0,0.23625,0.233056,1.0,1.18,0,1.0,0.88,,Medical,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,DHA_BA4_001,27,DHA,Agency,functional_test,0,4
,,,,Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.95,1.0,0.18375,0.184891,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable,,,,Commercial,fail,Boeing,DARPA,0603888C,5,MDA,Service HQ,operational_test,1,5
,,,,Title10,,Autonomy_UxS,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,1.0,1.0,0.2625,0.278032,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,LM,AFLCMC,NAVY_BA3_001,12,Navy,Agency,functional_test,1,3
,,,,Title10,,Autonomy_UxS,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.02,1.0,1.0,0.2625,0.278032,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,Leidos,NAVWAR,AF_BA3_001,16,Air Force,Agency,,1,4
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.81225,1.0,0.4,0.337376,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,Leidos,NAVWAR,AF_BA3_001,16,Air Force,Agency,prototype_demo,1,4
,,,,Title10,,C2_JADC2,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.0,0.81225,1.0,0.4,0.337376,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,LM,NRL,AF_BA5_001,18,Air Force,POC-User,,1,2
