adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Maritime_Warfare,,,External,attempt,,,,,,,,,,,,,,,,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,PEO C4I,NAVY_BA2_001,11,Navy,Agency,,0,3
,,,,Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.0,1.0,1.0,0.4,0.472,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,not_conducted,,,,Commercial,fail,NG,PEO C4I,NAVY_BA2_001,11,Navy,Agency,feasibility,0,3
,,,,Title10,,Air_Dominance,0.0,1.0,Partner,attempt,,,1.0,,,1.0,1.0,1.0,0.4,0.472,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,DEVCOM,AF_BA2_001,15,Air Force,Service HQ,,0,3
,,,,Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.0,1.0,1.0,0.375,0.4425,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,GovContractor,fail,None,DEVCOM,AF_BA2_001,15,Air Force,Service HQ,feasibility,0,3
,,,,MFP11,,Strike,0.0,1.0,POM,attempt,,,1.0,,,1.0,1.0,1.0,0.375,0.4425,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Boeing,NAVWAR,SOCOM_BA3_001,19,SOCOM,POC-User,,0,4
,,,,MFP11,GovContractor,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.0,0.975,,0.65,0.63375,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,SOCOM_BA3_001,19,SOCOM,POC-User,prototype_demo,0,4
,,,,Title10;Title50,GovContractor,Sensors,,,ProgramBase,attempt,0.0,,1.0,,1.0,1.0,0.975,,0.65,0.63375,,,0,1.0,,,CBRNE,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,NRL,CBDP_BA4_001,25,CBDP,Service HQ,,0,2
,,,,Title10;Title50,,Sensors,,,ProgramBase,legal,,,,,,,,,,,,,,,,,CBRNE,NonKinetic,0,0.25,0.6,0.0,unfavorable,,1.0,0.1,GovContractor,unfavorable,SAIC,NRL,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,0,2
,,,,Title10,,AI_ML,,,Partner_CoDev,attempt,,,,,,,,,,,,,,,,,NA,Kinetic,,0.25,0.6,0.0,not_conducted,,1.0,0.1,GovContractor,start,Leidos,AFLCMC,DIU_BA3_001,28,DIU,POC-User,,0,3
,,,,Title10,,AI_ML,,,Partner_CoDev,legal,,,,,,,,,,,,,,,,,NA,Kinetic,0,0.28,0.55,0.0,unfavorable,,1.0,0.12,GovContractor,unfavorable,Leidos,AFLCMC,DIU_BA3_001,28,DIU,POC-User,prototype_demo,0,3
,,,,Title10,,Sensors,,,Partner,attempt,,,,,,,,,,,,,,,,,ISR,Kinetic,,0.28,0.55,0.0,not_conducted,,1.0,0.12,GovLab,start,SAIC,NRL,MDA_HYP_001,6,MDA,POC-User,,1,3
,,,,Title10,,Sensors,,,Partner,test,0.0,1.0,1.0,0.725,,1.0,0.926859,1.0,0.7,0.470381,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,favorable,favorable,,,GovLab,pass,SAIC,NRL,MDA_HYP_001,6,MDA,POC-User,prototype_demo,1,4
,,,,Title10,,Maritime_Warfare,,,External,test,0.0,1.0,1.0,0.675,,1.02,0.926859,1.0,0.81,0.516896,1.0,,1,1.0,,1.0,NA,NonKinetic,1,,,,favorable,favorable,,,Commercial,pass,NG,PEO C4I,NAVY_BA2_001,11,Navy,Agency,feasibility,1,4
,,,,Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.880516,1.0,0.375,0.397421,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,GovContractor,fail,None,DEVCOM,AF_BA2_001,15,Air Force,Service HQ,feasibility,1,3
,,,,Title10,,C2_JADC2,0.0,1.0,UFR,attempt,,,1.0,,,1.02,0.880516,1.0,0.375,0.397421,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,NRL,AF_BA5_001,18,Air Force,POC-User,,1,3
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.0,0.925,1.0,0.23625,0.257867,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,Leidos,NRL,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,1,3
,,,,MFP11,GovContractor,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.855562,,0.65,0.567238,,,1,1.0,,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,SOCOM_BA3_001,19,SOCOM,POC-User,prototype_demo,1,4
,,,,Title10,GovContractor,Air_Dominance,,,Partner_CoDev,attempt,0.0,,1.0,,1.0,1.02,0.855562,,0.65,0.567238,,,1,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,DEVCOM,ARMY_BA3_002,30,Army,CCMD,,1,4
,,,,Title10,,Air_Dominance,,,Partner_CoDev,test,0.0,1.0,1.0,0.725,,1.0,0.92625,1.0,0.75,0.503648,1.0,,0,1.0,,1.0,ISR,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,None,DEVCOM,ARMY_BA3_002,30,Army,CCMD,prototype_demo,1,4
,,,,Title10,,Test_Ranges,,,Partner_CoDev,attempt,0.0,1.0,1.0,0.725,,1.0,0.92625,1.0,0.75,0.503648,1.0,,0,1.0,,1.0,NA,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,GovLab,start,SAIC,PEO C4I,ARMY_BA6_001,33,Army,POC-User,,1,2
,,,,Title10,,Test_Ranges,,,Partner_CoDev,test,0.0,1.0,1.0,0.8,,1.0,0.95,1.0,0.58,0.4408,1.0,,0,1.0,,1.0,NA,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,ARMY_BA6_001,33,Army,POC-User,operational_test,1,2
,,,,Title10,,Sensors,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.92625,1.0,0.253125,0.282192,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,SAIC,NRL,MDA_HYP_001,6,MDA,POC-User,functional_test,2,4
,,,,Title10,,C2_JADC2,0.0,0.75,POM,attempt,,,1.0,,,1.02,0.92625,1.0,0.253125,0.282192,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,NG,AFLCMC,ARMY_BA5_001,10,Army,POC-User,,2,4
,,,,Title10,,C2_JADC2,,,POM,test,0.0,1.0,1.0,0.8,,1.0,0.950625,1.0,0.61,0.463905,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,not_conducted,not_conducted,,,GovContractor,fail,NG,AFLCMC,ARMY_BA5_001,10,Army,POC-User,vulnerability_test,2,4
,,,,Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.02,0.903688,1.0,0.4,0.435071,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,Commercial,fail,NG,PEO C4I,NAVY_BA2_001,11,Navy,Agency,prototype_demo,2,4
,,,,Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.04,0.711238,1.0,0.375,0.327312,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,favorable,,,,GovContractor,fail,None,DEVCOM,AF_BA2_001,15,Air Force,Service HQ,feasibility,2,3
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.76763,1.0,0.23625,0.218276,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,NRL,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,2,3
,,,,MFP11,GovContractor,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.04,0.744562,,0.65,0.503324,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,SOCOM_BA3_001,19,SOCOM,POC-User,prototype_demo,2,4
,,,,Title10;Title50,GovContractor,CBRNE,,,External,attempt,0.0,,1.0,,1.0,1.04,0.744562,,0.65,0.503324,,,2,1.0,,,CBRNE,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,,2,2
,,,,Title10;Title50,,CBRNE,,,External,test,0.0,1.0,1.0,0.675,,1.0,0.925,1.0,0.78,0.487013,1.0,,0,1.0,,1.0,CBRNE,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,pass,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,2,3
,,,,Title10;Title50,,Sensors,,,Partner_CoDev,attempt,0.0,1.0,1.0,0.675,,1.0,0.925,1.0,0.78,0.487013,1.0,,0,1.0,,1.0,CBRNE,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,GovLab,start,LM,PEO C4I,DTRA_BA3_001,23,DTRA,Service HQ,,2,4
,,,,Title10;Title50,,Sensors,,,Partner_CoDev,test,0.0,1.0,1.0,0.725,,1.0,0.856781,1.0,0.78,0.48451,1.0,,0,1.0,,1.0,CBRNE,NonKinetic,0,,,,favorable,favorable,,,GovLab,pass,LM,PEO C4I,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,2,5
