adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Microelectronics,,,POM,attempt,,,,,,,,,,,,,,,,,NA,Kinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DEVCOM,0602702E,0,DARPA,Service HQ,,0,2
,,,,Title10,,Microelectronics,,,POM,legal,,,,,,,,,,,,,,,,,NA,Kinetic,0,0.28,0.55,0.0,unfavorable,,1.0,0.12,GovContractor,unfavorable,SAIC,DEVCOM,0602702E,0,DARPA,Service HQ,feasibility,0,2
,,,,Title10,,C2_JADC2,,,External,attempt,,,,,,,,,,,,,,,,,ISR,Kinetic,,0.28,0.55,0.0,not_conducted,,1.0,0.12,Commercial,start,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,,0,4
,,,,Title10,,C2_JADC2,,,External,test,0.0,1.0,1.0,0.8,,1.0,0.95,1.0,0.53,0.4028,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,0,5
,,,,Title10,,Autonomy_UxS,,,ProgramBase,attempt,0.0,1.0,1.0,0.8,,1.0,0.95,1.0,0.53,0.4028,1.0,,0,1.0,,1.0,ISR,Kinetic,,,,,not_conducted,favorable_with_caveats,,,GovContractor,start,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Service HQ,,1,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,1.0,1.0,0.4,0.41536,1.0,1.18,0,1.0,0.88,,ISR,Kinetic,0,,,,favorable,,,,GovContractor,fail,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,1,3
,,,,Title10,,C2_JADC2,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.0,1.0,1.0,0.4,0.41536,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,NG,NRL,ARMY_BA5_001,10,Army,CCMD,,1,3
,,,,Title10,GovContractor,C2_JADC2,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.95,,0.65,0.6175,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,NG,NRL,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,1,3
,,,,Title10,GovContractor,Maritime_Warfare,,,POM,attempt,0.0,,1.0,,1.0,1.0,0.95,,0.65,0.6175,,,0,1.0,,,NA,NonKinetic,,,,,not_conducted,,,,GovLab,start,NG,NRL,NAVY_BA2_001,11,Navy,CCMD,,1,4
,,,,Title10,,Maritime_Warfare,0.0,1.0,POM,funding,,,1.0,,,1.0,1.0,1.0,0.36,0.373824,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable,,,,GovLab,fail,NG,NRL,NAVY_BA2_001,11,Navy,CCMD,feasibility,1,4
